station_id,latitude,longitude,pop_den,housing_unit_den,LU_diversity,bike_density
31663.0,38.91928539721445,-77.03280201526991,0.013641005390455534,0.00905570471664,2.2818583044063665,0.37940078635949437
31117.0,38.93257992735613,-77.03100055518853,0.011818715681756485,0.006866275322041933,1.7290732979093846,0.20365540436971616
31526.0,38.876739722547,-77.02067107507024,0.004922939623953575,0.00426123435170125,1.3716785444646085,0.17312512311665382
31618.0,38.92494275662006,-77.04221163634845,0.014201791639782335,0.011644348605359867,1.9784343205747092,0.23394459951170754
31666.0,38.91942322941209,-77.01705042129367,0.0048844817863247,0.0013988576544393,1.942579229065332,0.3163886727403616
31108.0,38.92396918936867,-77.0270979911599,0.012895267263494,0.0069891628710538,1.8150269858396293,0.3258178912344891
31268.0,38.92727135264814,-77.0348114165953,0.012709199255423187,0.008789511899886684,1.9693711600790387,0.2579839954508151
31606.0,38.9209658149849,-77.02355929988283,0.008678383837968366,0.0031711982674657003,2.424347147666244,0.33070223414615524
31622.0,38.932945933592364,-77.01577592664157,0.0007026620598292,0.0005345801233661,0.8807632761137902,0.2865443401184184
31305.0,38.91298984272693,-77.04347665105723,0.011867485592828249,0.009750403530816125,2.1796623112493654,0.31729421161310867
31811.0,38.91011149868062,-77.03154966889522,0.015973015891822102,0.01306899326582332,2.0859137426772616,0.4496744669384946
31245.0,38.90494783631291,-77.0503529618531,0.0090842890094797,0.008149979800576199,1.8021639917018788,0.2166492194072086
31118.0,38.89316177729898,-77.04617220165615,0.0027281359473084227,0.0005908125776669181,1.7304039847716077,0.7540187645834647
31637.0,38.904397262853415,-77.04211189215702,0.0016150957617195,0.0015298545965176,1.410207904782406,0.519471628637982
31621.0,38.89534290859387,-77.03253547254499,0.0011973558470612922,0.0011958556827877135,1.6884810032407018,0.7176107068069553
31331.0,38.90949964984097,-77.04459295593867,0.0092319201598077,0.0067050799436534,2.604405663358904,0.2481779691765987
31200.0,38.91163391757337,-77.07495353146919,0.003590515804460675,0.001130839735802825,1.954199377459535,0.082300771299864
31290.0,38.90360478977132,-77.03892626113934,0.0016150957617194997,0.0015298545965176,1.410207904782406,0.519471628637982
31416.0,38.88593332717292,-77.01778899167257,0.0027933637872723004,0.0019491492625077998,2.0985555628382206,0.2712931926064577
