station_id,latitude,longitude
31000.0,38.85896486951724,-77.0532392695862
31002.0,38.85641347925373,-77.04923251291045
31003.0,38.86104787675258,-77.04941449783506
31004.0,38.8578665737415,-77.05948920176871
31005.0,38.86229348622789,-77.05993585821217
31006.0,38.86331479062921,-77.06341338341572
31007.0,38.85777006520661,-77.05169197998346
31009.0,38.848462489527556,-77.05150440748031
31010.0,38.84260224395437,-77.0502051343346
31011.0,38.85293078343024,-77.04972178340117
31012.0,38.850679413229166,-77.05152354322917
31013.0,38.854380844640524,-77.05341242333333
31014.0,38.89733646825525,-77.07096219602585
31015.0,38.89460263583333,-77.07229052625
31016.0,38.89343940988327,-77.0763834481323
31017.0,38.89169809383754,-77.08459898599439
31018.0,38.89216559212291,-77.07937717787709
31019.0,38.88939507990227,-77.0918595309772
31020.0,38.8904032487218,-77.0888979311654
31021.0,38.888098324354836,-77.0930861111828
31022.0,38.88701089579119,-77.0952550577814
31023.0,38.885800157349394,-77.09774932060242
31024.0,38.88278056389558,-77.10316494913654
31025.0,38.88397083615384,-77.10782822786325
31026.0,38.88473319924303,-77.09348537713147
31027.0,38.89399446323625,-77.07857586090614
31028.0,38.89323787482142,-77.08605850892856
31029.0,38.896931728153845,-77.08648859215384
31030.0,38.895935031561464,-77.08900202880399
31031.0,38.89054146477273,-77.08094476272728
31032.0,38.88080914930435,-77.09078931730434
31033.0,38.85033668458333,-77.10098639145833
31034.0,38.882625613248734,-77.10936965903554
31035.0,38.876391418207554,-77.10773154396227
31036.0,38.87886879047297,-77.12069937047296
31037.0,38.8810436036255,-77.11177112157371
31038.0,38.88392355154546,-77.116812903
31039.0,38.879997009584415,-77.10783730701299
31040.0,38.88468816430052,-77.10034645797927
31041.0,38.803121942614105,-77.04035697991702
31042.0,38.80471689145594,-77.04336125095786
31043.0,38.81074502993377,-77.0446290797351
31044.0,38.805316249419356,-77.04988388812903
31045.0,38.805647836,-77.0529297985
31046.0,38.811456976415094,-77.05027169490566
31047.0,38.81457570219101,-77.05280849898877
31048.0,38.805763181007194,-77.06062835496402
31049.0,38.882413005941174,-77.11275294217646
31050.0,38.88497580146067,-77.08778542898877
31051.0,38.88936198863946,-77.07729700108843
31052.0,38.84401147387755,-77.0505314942177
31053.0,38.86385251402062,-77.08031937103094
31054.0,38.84713343010869,-77.11254405347826
31055.0,38.84622840721804,-77.06928109383459
31056.0,38.84799012276316,-77.07511984434211
31057.0,38.844399179487176,-77.0859284273077
31058.0,38.86033498168675,-77.09368719903615
31059.0,38.84735556855556,-77.09542259633334
31060.0,38.84232003031447,-77.08955620654088
31061.0,38.84845533797297,-77.08491018918919
31062.0,38.89655309240657,-77.0671407192526
31063.0,38.85225068596154,-77.10502907692309
